annotation_text	cl_id	cl_label	article_id_doi	dataset_name	enrichment	grounding_cl_id	grounding_cl_label	result
IMM	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000775	neutrophil	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000990	conventional dendritic cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0000236	B cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
IMM	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'IMM', 'full_name': 'immune cells', 'paper_synonyms': 'leukocytes; immune cells', 'tissue_context': ''}	CL:0000738	leukocyte	FALSE
Inner Medullary Collecting Duct Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Inner Medullary Collecting Duct Cell', 'full_name': 'inner medullary collecting duct cell', 'paper_synonyms': 'IMCD', 'tissue_context': ''}	CL:1000547	kidney inner medulla collecting duct epithelial cell	FALSE
Intercalated Cell Type B	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Intercalated Cell Type B', 'full_name': 'intercalated cell', 'paper_synonyms': 'IC', 'tissue_context': ''}	CL:0005010	renal intercalated cell	FALSE
Lymphatic Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Lymphatic Endothelial Cell', 'full_name': 'endothelial cell of the lymphatics', 'paper_synonyms': 'EC-LYM', 'tissue_context': ''}	CL:0002138	endothelial cell of lymphatic vessel	FALSE
M-FIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-FIB', 'full_name': 'medullary fibroblast', 'paper_synonyms': '', 'tissue_context': ''}	CL:4030022	renal medullary fibroblast	FALSE
M-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-IC-A', 'full_name': 'medullary intercalated cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1001432	kidney collecting duct intercalated cell	TRUE
M-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-PC', 'full_name': 'medullary principal cell', 'paper_synonyms': 'principal cell (PC)', 'tissue_context': ''}	CL:1001431	kidney collecting duct principal cell	TRUE
M-TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M-TAL', 'full_name': 'medullary thick ascending limb', 'paper_synonyms': '', 'tissue_context': ''}	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell	FALSE
M2 Macrophage	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'M2 Macrophage', 'full_name': 'M2 macrophage', 'paper_synonyms': 'MAC-M2', 'tissue_context': ''}	CL:0000890	alternatively activated macrophage	FALSE
MAC-M2	CL:1000695	kidney interstitial alternatively activated macrophage	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MAC-M2', 'full_name': 'M2 macrophage', 'paper_synonyms': 'M2 macrophages', 'tissue_context': ''}	CL:0000890	alternatively activated macrophage	FALSE
MAST	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MAST', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000097	mast cell	TRUE
MC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000097	mast cell	FALSE
MD	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MD', 'full_name': 'macula densa cells', 'paper_synonyms': 'Macula Densa', 'tissue_context': ''}	CL:1000850	macula densa epithelial cell	FALSE
MDC	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MDC', 'full_name': 'monocyte-derived cells', 'paper_synonyms': 'MDCs', 'tissue_context': ''}	CL:0000782	myeloid dendritic cell	FALSE
MYOF	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'MYOF', 'full_name': 'myofibroblasts', 'paper_synonyms': 'MyoF', 'tissue_context': ''}	CL:0000186	myofibroblast cell	FALSE
Macula Densa Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Macula Densa Cell', 'full_name': 'macula densa cell', 'paper_synonyms': 'MD', 'tissue_context': ''}	CL:1000850	macula densa epithelial cell	FALSE
Mast Cell	CL:0000097	mast cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Mast Cell', 'full_name': 'mast cell', 'paper_synonyms': 'MAST', 'tissue_context': ''}	CL:0000097	mast cell	TRUE
Medullary Fibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Medullary Fibroblast', 'full_name': 'medullary fibroblast', 'paper_synonyms': 'FIB', 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
Medullary Thick Ascending Limb Cell	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Medullary Thick Ascending Limb Cell', 'full_name': 'Medullary thick ascending limb cell', 'paper_synonyms': 'M-TAL; thick ascending limb (TAL)', 'tissue_context': ''}	CL:1001108	kidney loop of Henle medullary thick ascending limb epithelial cell	FALSE
Mesangial Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Mesangial Cell', 'full_name': 'mesangial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000650	mesangial cell	FALSE
Monocyte-derived Cell	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Monocyte-derived Cell', 'full_name': 'monocyte-derived cell', 'paper_synonyms': 'MDCs', 'tissue_context': ''}	NO MATCH found		FALSE
Myofibroblast	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Myofibroblast', 'full_name': 'myofibroblast', 'paper_synonyms': 'MyoF', 'tissue_context': ''}	CL:0000186	myofibroblast cell	FALSE
N	CL:0000775	neutrophil	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'N', 'full_name': 'neutrophils', 'paper_synonyms': 'MPO+ cells', 'tissue_context': ''}	CL:0000775	neutrophil	TRUE
NEU	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'NEU', 'full_name': 'neuronal cell', 'paper_synonyms': 'SCI/NEU; Schwann/neuronal', 'tissue_context': ''}	CL:0000540	neuron	FALSE
NKC/T	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'NKC/T', 'full_name': 'T cells', 'paper_synonyms': '', 'tissue_context': ''}	CL:0000084	T cell	FALSE
Natural Killer Cell / Natural Killer T Cell	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Natural Killer Cell / Natural Killer T Cell', 'full_name': 'Natural killer cell / natural killer T cell', 'paper_synonyms': 'NKT', 'tissue_context': ''}	CL:0000623	natural killer cell	FALSE
Neutrophil	CL:0000775	neutrophil	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Neutrophil', 'full_name': 'neutrophil', 'paper_synonyms': 'N', 'tissue_context': ''}	CL:0000775	neutrophil	TRUE
Non-classical Monocyte	CL:0000875	non-classical monocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Non-classical Monocyte', 'full_name': 'non-classical monocyte', 'paper_synonyms': 'ncMON', 'tissue_context': ''}	CL:0000875	non-classical monocyte	TRUE
OMCD-IC-A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'OMCD-IC-A', 'full_name': 'outer medullary collecting duct intercalated cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000717	kidney outer medulla collecting duct intercalated cell	FALSE
OMCD-PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'OMCD-PC', 'full_name': 'outer medullary collecting duct principal cell', 'paper_synonyms': 'OMCD; outer medullary collecting duct; PC; principal cells', 'tissue_context': ''}	CL:1000716	kidney outer medulla collecting duct principal cell	FALSE
Outer Medullary Collecting Duct Intercalated Cell Type A	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Outer Medullary Collecting Duct Intercalated Cell Type A', 'full_name': 'outer medullary collecting duct intercalated cell', 'paper_synonyms': 'OMCD; IC', 'tissue_context': ''}	CL:1000717	kidney outer medulla collecting duct intercalated cell	FALSE
Outer Medullary Collecting Duct Principal Cell	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Outer Medullary Collecting Duct Principal Cell', 'full_name': 'outer medullary collecting duct principal cell', 'paper_synonyms': 'OMCD; PC; M-PC', 'tissue_context': ''}	CL:1000716	kidney outer medulla collecting duct principal cell	FALSE
PC	CL:1001431	kidney collecting duct principal cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PC', 'full_name': 'principal cells', 'paper_synonyms': '', 'tissue_context': ''}	CL:0005009	renal principal cell	FALSE
PEC	CL:1000452	parietal epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PEC', 'full_name': 'parietal epithelial cells', 'paper_synonyms': '', 'tissue_context': ''}	CL:1000452	parietal epithelial cell	TRUE
PL	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PL', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	NO MATCH found		FALSE
POD	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'POD', 'full_name': 'podocytes', 'paper_synonyms': 'PODs', 'tissue_context': ''}	CL:0000653	podocyte	TRUE
PT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PT', 'full_name': 'proximal tubule', 'paper_synonyms': 'proximal tubule (PT)', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
PT-S1/2	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PT-S1/2', 'full_name': 'proximal tubule S1/2', 'paper_synonyms': 'PT; proximal tubule', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
PT-S3	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PT-S3', 'full_name': 'proximal tubule S3', 'paper_synonyms': 'proximal tubule (PT)', 'tissue_context': ''}	CL:4030011	epithelial cell of proximal tubule segment 3	FALSE
PapE	CL:1000597	papillary tips cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'PapE', 'full_name': 'papillary tip epithelial cells abutting the calyx', 'paper_synonyms': '', 'tissue_context': ''}	CL:1000597	papillary tips cell	TRUE
Papillary Tip Epithelial Cell	CL:1000597	papillary tips cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Papillary Tip Epithelial Cell', 'full_name': 'papillary tip epithelial cell', 'paper_synonyms': 'PapE', 'tissue_context': ''}	CL:1000597	papillary tips cell	TRUE
Parietal Epithelial Cell	CL:1000452	parietal epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Parietal Epithelial Cell', 'full_name': 'parietal epithelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:1000452	parietal epithelial cell	TRUE
Peritubular Capilary Endothelial Cell	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Peritubular Capilary Endothelial Cell', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:1001033	peritubular capillary endothelial cell	FALSE
Plasma Cell	CL:0000786	plasma cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Plasma Cell', 'full_name': 'Plasma cell', 'paper_synonyms': 'PL', 'tissue_context': ''}	CL:0000786	plasma cell	TRUE
Plasmacytoid Dendritic Cell	CL:0001058	plasmacytoid dendritic cell, human	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Plasmacytoid Dendritic Cell', 'full_name': 'plasmacytoid dendritic cell', 'paper_synonyms': 'pDC', 'tissue_context': ''}	CL:0000784	plasmacytoid dendritic cell	FALSE
Podocyte	CL:0000653	podocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Podocyte', 'full_name': 'podocyte (POD)', 'paper_synonyms': 'POD; PODs', 'tissue_context': ''}	CL:0000653	podocyte	TRUE
Proximal Tubule Epithelial Cell Segment 1 / Segment 2	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Proximal Tubule Epithelial Cell Segment 1 / Segment 2', 'full_name': 'proximal tubule (PT) epithelial cell, segment 1/segment 2', 'paper_synonyms': 'PT-S1; PT-S2; PT', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
Proximal Tubule Epithelial Cell Segment 3	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Proximal Tubule Epithelial Cell Segment 3', 'full_name': 'proximal tubule (PT) epithelial cell, segment 3', 'paper_synonyms': 'PT-S3; PT', 'tissue_context': ''}	CL:4030011	epithelial cell of proximal tubule segment 3	FALSE
REN	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'REN', 'full_name': 'juxtaglomerular renin-producing granular cell', 'paper_synonyms': 'renin-producing granular cells; juxtaglomerular renin-producing granular cells', 'tissue_context': ''}	CL:0000648	kidney granular cell	FALSE
Renin-positive Juxtaglomerular Granular Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Renin-positive Juxtaglomerular Granular Cell', 'full_name': 'Juxtaglomerular renin-producing granular cell', 'paper_synonyms': 'REN; renin-producing granular cell', 'tissue_context': ''}	CL:0000648	kidney granular cell	FALSE
SC/NEU	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'SC/NEU', 'full_name': 'Schwann/neuronal', 'paper_synonyms': 'SCI/NEU', 'tissue_context': ''}	CL:0002319	neural cell	TRUE
Schwann Cell / Neural	CL:0002319	neural cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Schwann Cell / Neural', 'full_name': 'Schwann/neuronal cell', 'paper_synonyms': 'Schwann/neuronal; SCI/NEU', 'tissue_context': ''}	CL:0002319	neural cell	TRUE
T	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'T', 'full_name': 'T cell', 'paper_synonyms': 'CD3+ cells', 'tissue_context': ''}	CL:0000084	T cell	TRUE
T Cell	CL:0000084	T cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'T Cell', 'full_name': 'T cell', 'paper_synonyms': 'CD3+ cells; lymphoid (T) cells; T', 'tissue_context': ''}	CL:0000084	T cell	TRUE
TAL	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'TAL', 'full_name': 'thick ascending limb', 'paper_synonyms': 'thick ascending limb (TAL)', 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	TRUE
Transitional Principal-Intercalated Cell	CL:1001432	kidney collecting duct intercalated cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Transitional Principal-Intercalated Cell', 'full_name': 'Transitional principal–intercalated cell', 'paper_synonyms': 'transitioning principal and intercalated cells; PC, principal cells; IC, intercalated cells', 'tissue_context': ''}	CL:1001225	kidney collecting duct cell	FALSE
VSM/P	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSM/P', 'full_name': 'vascular smooth muscle cell or pericyte', 'paper_synonyms': 'VSMC', 'tissue_context': ''}	CL:0008034	mural cell	FALSE
VSMC	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSMC', 'full_name': 'vascular smooth muscle cell', 'paper_synonyms': 'VSM/P', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	FALSE
VSMC/P	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'VSMC/P', 'full_name': 'vascular smooth muscle cell or pericyte', 'paper_synonyms': 'VSM/P', 'tissue_context': ''}	CL:4033054	perivascular cell	FALSE
Vascular Smooth Muscle Cell	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Vascular Smooth Muscle Cell', 'full_name': 'vascular smooth muscle cell', 'paper_synonyms': 'VSMC; VSM/P', 'tissue_context': ''}	CL:0000359	vascular associated smooth muscle cell	FALSE
Vascular Smooth Muscle Cell / Pericyte	CL:1001318	renal interstitial pericyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'Vascular Smooth Muscle Cell / Pericyte', 'full_name': 'vascular smooth muscle cell or pericyte', 'paper_synonyms': 'VSM/P; VSMC', 'tissue_context': ''}	CL:4033054	perivascular cell	FALSE
aFIB	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aFIB', 'full_name': 'adaptive fibroblast', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000057	fibroblast	FALSE
aPT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aPT', 'full_name': 'adaptive proximal tubule', 'paper_synonyms': '', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
aTAL1	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aTAL1', 'full_name': 'adaptive thick ascending limb 1', 'paper_synonyms': 'aTAL', 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	TRUE
aTAL2	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'aTAL2', 'full_name': 'adaptive thick ascending limb cell 2', 'paper_synonyms': 'adaptive TAL; aTAL', 'tissue_context': ''}	CL:1001106	kidney loop of Henle thick ascending limb epithelial cell	TRUE
cDC	CL:0000990	conventional dendritic cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cDC', 'full_name': None, 'paper_synonyms': None, 'tissue_context': ''}	CL:0000990	conventional dendritic cell	TRUE
cycCNT	CL:1000768	kidney connecting tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycCNT', 'full_name': 'cycling connecting tubule cell', 'paper_synonyms': 'CNT', 'tissue_context': ''}	CL:1000768	kidney connecting tubule epithelial cell	TRUE
cycDCT	CL:1000849	kidney distal convoluted tubule epithelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycDCT', 'full_name': 'cycling distal convoluted tubule', 'paper_synonyms': 'DCT', 'tissue_context': ''}	CL:1000849	kidney distal convoluted tubule epithelial cell	TRUE
cycEC	CL:0000115	endothelial cell	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycEC', 'full_name': 'cycling endothelial cell', 'paper_synonyms': None, 'tissue_context': ''}	CL:0000115	endothelial cell	TRUE
cycMNP	CL:0000113	mononuclear phagocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycMNP', 'full_name': 'cycling MNP', 'paper_synonyms': '', 'tissue_context': ''}	CL:4033078	cycling mononuclear phagocyte	FALSE
cycMYOF	CL:1000692	kidney interstitial fibroblast	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycMYOF', 'full_name': 'cycling myofibroblasts', 'paper_synonyms': 'cycMyoF; cycling MyoF', 'tissue_context': ''}	CL:0000186	myofibroblast cell	FALSE
cycNKC/T	CL:0000542	lymphocyte	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycNKC/T', 'full_name': 'cycling T cells', 'paper_synonyms': None, 'tissue_context': ''}	CL:4033069	cycling T cell	FALSE
cycPT	CL:0002306	epithelial cell of proximal tubule	DOI:10.1038/s41586-023-05769-3	0b75c598-0893-4216-afe8-5414cab7739d_cxg_dataset_unique	{'name': 'cycPT', 'full_name': 'cycling proximal tubule cell', 'paper_synonyms': '', 'tissue_context': ''}	CL:0002306	epithelial cell of proximal tubule	TRUE
